cliente_id,region,experiencia_digital,satisfaccion_servicio,ingreso_anual_soles,gasto_mensual_soles,ratio_deuda,indice_ahorro,clase
CLI-01973,Lima,Bajo,Media,49795.61,2759.44,0.1218,0.7024,Clase_B_riesgo_medio
CLI-01446,Lima,Medio,Muy alta,82326.1,4266.22,0.0856,0.8468,Clase_A_bajo_riesgo
CLI-00361,Lima,Bajo,Alta,68611.61,2529.09,0.2841,0.6139,Clase_B_riesgo_medio
CLI-01799,Lima,Bajo,Media,39168.75,1829.62,0.2027,0.8143,Clase_B_riesgo_medio
CLI-01128,Lima,Bajo,Muy baja,45580.24,2399.25,0.4957,0.238,Clase_C_alto_riesgo
CLI-00445,Piura,Medio,Muy alta,108980.97,5235.2,0.071,0.8838,Clase_A_bajo_riesgo
CLI-01816,Junín,Medio,Media,22637.4,1674.05,0.3512,0.7555,Clase_B_riesgo_medio
CLI-01805,Lima,Bajo,Muy baja,40260.63,2238.69,0.822,0.0445,Clase_C_alto_riesgo
CLI-01999,Lima,Medio,Muy baja,52690.68,3009.56,0.5295,0.229,Clase_C_alto_riesgo
CLI-00692,Arequipa,Medio,Media,29010.19,1439.13,0.02,0.8756,Clase_A_bajo_riesgo
CLI-01537,Lima,Bajo,Media,39240.65,2135.26,0.2525,0.5932,Clase_C_alto_riesgo
CLI-00369,Lima,Medio,Alta,46387.42,2817.11,0.2076,0.7069,Clase_B_riesgo_medio
CLI-01320,Lima,Alto,Alta,79023.03,3231.81,0.2484,0.6118,Clase_A_bajo_riesgo
CLI-01236,Lima,Bajo,Muy alta,34460.34,1655.27,0.0786,0.98,Clase_A_bajo_riesgo
CLI-00263,Lima,Alto,Media,47061.25,2328.62,0.3231,0.6385,Clase_B_riesgo_medio
CLI-01073,Lima,Medio,Media,27530.92,1549.86,0.2071,0.6592,Clase_B_riesgo_medio
CLI-01406,Arequipa,Alto,Alta,64430.02,3679.31,0.3733,0.657,Clase_B_riesgo_medio
CLI-00028,Arequipa,Muy alto,Muy alta,116496.73,4682.92,0.02,0.957,Clase_A_bajo_riesgo
CLI-00150,Lima,Alto,Muy alta,68011.44,3388.99,0.0819,0.8274,Clase_A_bajo_riesgo
CLI-00157,La Libertad,Bajo,Baja,36777.6,1601.36,0.4802,0.3277,Clase_C_alto_riesgo
CLI-00941,Lima,Bajo,Baja,40125.83,2219.07,0.4944,0.2844,Clase_C_alto_riesgo
CLI-00613,Cusco,Bajo,Alta,61740.38,3792.42,0.4161,0.3804,Clase_C_alto_riesgo
CLI-00911,Cusco,Bajo,Alta,26851.89,1594.3,0.1529,0.7533,Clase_B_riesgo_medio
CLI-00430,Lima,Alto,Muy baja,41819.24,1805.3,0.5455,0.3381,Clase_C_alto_riesgo
CLI-00882,La Libertad,Alto,Baja,45625.57,2962.89,0.3008,0.676,Clase_B_riesgo_medio
CLI-00406,Piura,Medio,Media,78743.03,4303.2,0.447,0.5427,Clase_B_riesgo_medio
CLI-00964,Lima,Muy alto,Muy alta,66690.77,3115.78,0.0344,0.9016,Clase_A_bajo_riesgo
CLI-00139,Lima,Bajo,Media,79780.1,3770.76,0.4015,0.4622,Clase_C_alto_riesgo
CLI-01725,La Libertad,Medio,Alta,36173.9,1983.34,0.1355,0.7633,Clase_B_riesgo_medio
CLI-01020,Lima,Alto,Media,66612.85,3239.28,0.2889,0.6248,Clase_B_riesgo_medio
CLI-01636,Lima,Medio,Muy baja,55294.13,2575.25,0.5199,0.4745,Clase_C_alto_riesgo
CLI-00145,Lima,Medio,Media,54302.06,2861.02,0.2831,0.5205,Clase_B_riesgo_medio
CLI-01633,La Libertad,Medio,Baja,45209.85,1880.83,0.6868,0.3159,Clase_C_alto_riesgo
CLI-00543,Lima,Alto,Alta,88855.38,4490.53,0.1948,0.7314,Clase_A_bajo_riesgo
CLI-01418,Lima,Medio,Muy baja,45973.3,2681.86,0.6202,0.2059,Clase_C_alto_riesgo
CLI-01066,La Libertad,Bajo,Baja,66028.04,3935.08,0.4654,0.3449,Clase_C_alto_riesgo
CLI-00162,Cusco,Medio,Media,120766.65,5722.34,0.6638,0.1487,Clase_C_alto_riesgo
CLI-01425,Junín,Alto,Media,59144.4,2563.77,0.4506,0.4549,Clase_B_riesgo_medio
CLI-00626,Lima,Muy alto,Media,45006.0,3266.96,0.1143,0.975,Clase_A_bajo_riesgo
CLI-01800,Lima,Medio,Muy alta,74819.52,4227.09,0.2856,0.6155,Clase_A_bajo_riesgo
CLI-00679,Junín,Bajo,Muy baja,67528.73,2896.26,0.7422,0.0574,Clase_C_alto_riesgo
CLI-01894,Lima,Medio,Media,57150.47,2748.18,0.1982,0.6072,Clase_B_riesgo_medio
CLI-00709,Lima,Bajo,Media,47639.59,2462.03,0.1352,0.8387,Clase_A_bajo_riesgo
CLI-00466,Lima,Bajo,Muy baja,42951.86,2166.09,0.522,0.2493,Clase_C_alto_riesgo
CLI-00345,Lima,Muy alto,Alta,71480.83,3731.08,0.1424,0.8768,Clase_A_bajo_riesgo
CLI-01635,Junín,Bajo,Baja,40394.0,2278.82,0.4203,0.4081,Clase_C_alto_riesgo
CLI-00439,La Libertad,Medio,Media,34548.38,1583.7,0.0527,0.7867,Clase_B_riesgo_medio
CLI-01627,Lima,Bajo,Alta,120208.47,5895.87,0.2615,0.503,Clase_A_bajo_riesgo
CLI-00688,Lima,Medio,Baja,68509.47,3511.87,0.4009,0.4766,Clase_C_alto_riesgo
CLI-01936,Piura,Medio,Alta,95564.7,5408.07,0.2981,0.4684,Clase_B_riesgo_medio
CLI-00888,Lima,Medio,Muy baja,42713.14,2283.98,0.5043,0.3581,Clase_C_alto_riesgo
CLI-01154,La Libertad,Medio,Muy baja,25761.37,2113.51,0.4333,0.3293,Clase_C_alto_riesgo
CLI-01246,Cusco,Bajo,Media,48168.77,2535.21,0.2891,0.5633,Clase_B_riesgo_medio
CLI-00088,Cusco,Medio,Alta,67059.1,3193.65,0.262,0.7276,Clase_B_riesgo_medio
CLI-01531,Lima,Bajo,Muy baja,24377.85,1578.62,0.5275,0.3723,Clase_C_alto_riesgo
CLI-00070,Junín,Medio,Alta,80406.89,4078.4,0.229,0.6486,Clase_A_bajo_riesgo
CLI-00699,Lima,Alto,Muy baja,34877.6,1251.9,0.5285,0.3798,Clase_C_alto_riesgo
CLI-01353,Arequipa,Alto,Muy baja,37757.62,2249.62,0.6144,0.3516,Clase_C_alto_riesgo
CLI-01532,Cusco,Alto,Alta,49340.19,2383.64,0.1754,0.7638,Clase_B_riesgo_medio
CLI-00488,Lima,Alto,Baja,38818.89,1608.58,0.4327,0.5769,Clase_B_riesgo_medio
CLI-00958,Lima,Alto,Alta,51450.9,2333.08,0.1447,0.7432,Clase_A_bajo_riesgo
CLI-01305,La Libertad,Bajo,Alta,58126.68,2960.98,0.1329,0.5789,Clase_C_alto_riesgo
CLI-00648,La Libertad,Medio,Muy baja,60789.57,2963.23,0.5099,0.3147,Clase_C_alto_riesgo
CLI-00625,Cusco,Medio,Alta,33651.75,1884.51,0.3109,0.6021,Clase_C_alto_riesgo
CLI-01516,Lima,Muy alto,Muy alta,47054.37,2672.19,0.0827,0.9051,Clase_A_bajo_riesgo
CLI-01097,Lima,Muy alto,Muy alta,76792.5,3656.67,0.02,0.98,Clase_A_bajo_riesgo
CLI-01567,La Libertad,Medio,Muy baja,48496.72,2334.15,0.376,0.4595,Clase_C_alto_riesgo
CLI-00195,Lima,Bajo,Muy baja,49650.33,2463.2,0.5353,0.343,Clase_C_alto_riesgo
CLI-00014,Lima,Bajo,Media,53163.83,2327.0,0.2951,0.4976,Clase_C_alto_riesgo
CLI-00960,La Libertad,Alto,Alta,28905.76,1531.76,0.2358,0.7315,Clase_A_bajo_riesgo
CLI-00494,Lima,Medio,Muy baja,61654.6,3022.39,0.548,0.2025,Clase_C_alto_riesgo
CLI-01980,Piura,Medio,Alta,65972.79,3299.01,0.1672,0.756,Clase_A_bajo_riesgo
CLI-01119,Lima,Bajo,Baja,33610.5,2422.67,0.2792,0.6446,Clase_C_alto_riesgo
CLI-01620,La Libertad,Bajo,Muy baja,66631.42,3631.34,0.6457,0.1967,Clase_C_alto_riesgo
CLI-01267,Lima,Medio,Muy baja,35517.32,1910.94,0.2854,0.5021,Clase_C_alto_riesgo
CLI-00897,Lima,Medio,Alta,33945.64,1751.33,0.2583,0.6778,Clase_B_riesgo_medio
CLI-00599,Lima,Medio,Media,52015.99,2578.85,0.2403,0.6681,Clase_A_bajo_riesgo
CLI-01111,Piura,Medio,Muy baja,32660.69,1741.59,0.5927,0.2462,Clase_C_alto_riesgo
CLI-01207,La Libertad,Alto,Media,47253.45,2892.39,0.36,0.5251,Clase_B_riesgo_medio
CLI-00120,Arequipa,Alto,Media,62382.04,2734.68,0.4675,0.3765,Clase_C_alto_riesgo
CLI-01610,Arequipa,Muy alto,Media,63828.17,3295.46,0.308,0.6293,Clase_A_bajo_riesgo
CLI-00949,Piura,Medio,Media,44720.53,2771.21,0.1497,0.6939,Clase_A_bajo_riesgo
CLI-01944,La Libertad,Medio,Media,60514.62,3192.64,0.2866,0.5824,Clase_B_riesgo_medio
CLI-01501,Arequipa,Medio,Alta,54913.35,2752.51,0.1141,0.8318,Clase_A_bajo_riesgo
CLI-01332,La Libertad,Alto,Muy alta,59308.25,3182.68,0.0449,0.9048,Clase_A_bajo_riesgo
CLI-01146,Piura,Medio,Muy baja,65336.27,3610.04,0.5893,0.1733,Clase_C_alto_riesgo
CLI-01929,Cusco,Alto,Alta,58896.54,3393.8,0.5849,0.3808,Clase_B_riesgo_medio
CLI-01588,Lima,Alto,Alta,53192.05,2324.38,0.1227,0.7444,Clase_A_bajo_riesgo
CLI-01988,Arequipa,Medio,Alta,52413.65,2425.62,0.1551,0.7922,Clase_B_riesgo_medio
CLI-01279,Lima,Medio,Media,78112.71,3380.04,0.3976,0.5422,Clase_B_riesgo_medio
CLI-01496,La Libertad,Bajo,Muy baja,53471.0,2755.98,0.4018,0.428,Clase_C_alto_riesgo
CLI-01742,La Libertad,Alto,Muy baja,74566.04,3288.35,0.5097,0.4463,Clase_B_riesgo_medio
CLI-01244,Piura,Alto,Muy alta,89083.85,4233.65,0.2486,0.7011,Clase_A_bajo_riesgo
CLI-00428,Piura,Muy alto,Muy baja,42979.01,1912.69,0.3902,0.4569,Clase_B_riesgo_medio
CLI-00210,Lima,Muy alto,Muy alta,75172.82,3496.94,0.2895,0.6744,Clase_A_bajo_riesgo
CLI-00316,La Libertad,Bajo,Muy baja,28196.98,1732.61,0.2927,0.4331,Clase_C_alto_riesgo
CLI-01161,Piura,Medio,Alta,53035.01,2748.41,0.3295,0.428,Clase_C_alto_riesgo
CLI-00925,Arequipa,Medio,Alta,94645.76,5011.94,0.1427,0.8338,Clase_A_bajo_riesgo
CLI-00383,Cusco,Muy alto,Alta,79675.98,4640.65,0.0807,0.7576,Clase_A_bajo_riesgo
CLI-00676,Junín,Medio,Baja,29122.59,1640.26,0.5813,0.259,Clase_C_alto_riesgo
CLI-01166,Piura,Medio,Muy baja,33218.49,2299.65,0.6504,0.2864,Clase_C_alto_riesgo
CLI-00600,Lima,Bajo,Alta,91673.52,4775.97,0.3593,0.5368,Clase_B_riesgo_medio
CLI-01249,Junín,Alto,Media,56738.87,3239.56,0.5306,0.2931,Clase_C_alto_riesgo
CLI-00730,Lima,Medio,Baja,47023.04,1894.39,0.3724,0.657,Clase_B_riesgo_medio
CLI-01167,Piura,Muy alto,Muy alta,52587.97,2554.96,0.02,0.98,Clase_A_bajo_riesgo
CLI-00109,Lima,Bajo,Muy baja,30219.34,1961.11,0.5303,0.2755,Clase_C_alto_riesgo
CLI-01883,Cusco,Muy alto,Muy alta,84936.26,4484.6,0.02,0.98,Clase_A_bajo_riesgo
CLI-01505,Lima,Alto,Muy alta,47814.35,2790.18,0.02,0.7478,Clase_A_bajo_riesgo
CLI-00483,Arequipa,Muy alto,Media,58172.37,2712.23,0.3602,0.5478,Clase_B_riesgo_medio
CLI-00886,Lima,Muy alto,Media,78736.82,3919.45,0.3465,0.5942,Clase_B_riesgo_medio
CLI-00729,Lima,Bajo,Media,18314.92,1261.67,0.0971,0.8822,Clase_B_riesgo_medio
CLI-01005,Piura,Medio,Alta,45157.63,2218.91,0.2579,0.7095,Clase_B_riesgo_medio
CLI-00220,Piura,Bajo,Media,29245.34,1410.72,0.1717,0.6922,Clase_A_bajo_riesgo
CLI-00224,Lima,Bajo,Alta,66330.72,3180.81,0.1275,0.7814,Clase_B_riesgo_medio
CLI-00043,Lima,Medio,Baja,53656.97,2655.86,0.6119,0.2776,Clase_C_alto_riesgo
CLI-01269,Cusco,Medio,Alta,57133.2,2821.45,0.1674,0.6582,Clase_A_bajo_riesgo
CLI-00547,Lima,Bajo,Media,40000.91,1868.1,0.1456,0.7027,Clase_B_riesgo_medio
CLI-00899,Lima,Medio,Muy alta,87171.65,4290.95,0.0489,0.8561,Clase_A_bajo_riesgo
CLI-00087,La Libertad,Bajo,Baja,39511.04,2376.75,0.2768,0.5932,Clase_A_bajo_riesgo
CLI-01389,Junín,Bajo,Media,40612.01,1833.65,0.1575,0.6646,Clase_B_riesgo_medio
CLI-01630,Arequipa,Medio,Media,39055.9,1777.59,0.3951,0.4786,Clase_C_alto_riesgo
CLI-01533,La Libertad,Medio,Muy alta,48463.6,2678.45,0.02,0.8135,Clase_A_bajo_riesgo
CLI-01380,Cusco,Alto,Media,52824.32,3179.13,0.172,0.73,Clase_A_bajo_riesgo
CLI-00641,Lima,Medio,Media,34287.07,1930.52,0.4057,0.5997,Clase_C_alto_riesgo
CLI-00518,Piura,Medio,Media,51415.36,2462.78,0.4567,0.3857,Clase_C_alto_riesgo
CLI-00396,Junín,Medio,Alta,129883.28,6352.35,0.3304,0.5316,Clase_A_bajo_riesgo
CLI-00057,Lima,Medio,Alta,66140.49,3393.49,0.2959,0.5482,Clase_A_bajo_riesgo
CLI-01666,Piura,Medio,Muy baja,49743.86,2527.15,0.5004,0.333,Clase_C_alto_riesgo
CLI-01301,Lima,Medio,Media,27734.3,1259.51,0.278,0.5293,Clase_B_riesgo_medio
CLI-01822,Lima,Medio,Muy baja,21509.29,998.79,0.6821,0.2085,Clase_C_alto_riesgo
CLI-01086,Arequipa,Alto,Media,77304.06,4389.95,0.4209,0.5226,Clase_C_alto_riesgo
CLI-01250,Cusco,Medio,Baja,43205.44,1949.74,0.37,0.5099,Clase_B_riesgo_medio
CLI-00289,Lima,Medio,Muy baja,47936.22,2305.77,0.7874,0.0842,Clase_C_alto_riesgo
CLI-00260,Lima,Medio,Muy alta,54120.32,2058.05,0.101,0.7442,Clase_A_bajo_riesgo
CLI-00262,Junín,Medio,Muy baja,40854.65,1852.14,0.5987,0.2633,Clase_C_alto_riesgo
CLI-00996,Lima,Alto,Alta,44630.34,1813.47,0.1569,0.7337,Clase_A_bajo_riesgo
CLI-01361,Junín,Alto,Alta,67668.08,2386.17,0.1643,0.7568,Clase_A_bajo_riesgo
CLI-00819,Lima,Bajo,Alta,51142.52,2784.0,0.1361,0.668,Clase_B_riesgo_medio
CLI-01861,La Libertad,Alto,Baja,62882.52,3465.14,0.1916,0.7272,Clase_A_bajo_riesgo
CLI-00012,Junín,Bajo,Muy baja,36023.71,1722.54,0.4382,0.3781,Clase_C_alto_riesgo
CLI-00544,La Libertad,Medio,Muy alta,86854.92,3921.74,0.2819,0.5564,Clase_B_riesgo_medio
CLI-01671,Lima,Bajo,Media,59930.05,3052.6,0.1088,0.7989,Clase_A_bajo_riesgo
CLI-01463,Lima,Medio,Muy alta,42092.22,1562.37,0.1122,0.7737,Clase_A_bajo_riesgo
CLI-01085,Junín,Alto,Alta,47374.57,2675.9,0.02,0.819,Clase_A_bajo_riesgo
CLI-00697,Lima,Alto,Muy alta,51591.27,2087.78,0.02,0.9049,Clase_A_bajo_riesgo
CLI-01294,La Libertad,Medio,Alta,41395.29,2422.14,0.3594,0.6697,Clase_B_riesgo_medio
CLI-00427,Arequipa,Bajo,Baja,43350.63,2601.38,0.2767,0.6527,Clase_B_riesgo_medio
CLI-01081,Piura,Alto,Media,102975.33,4936.09,0.4754,0.3427,Clase_B_riesgo_medio
CLI-01356,Piura,Bajo,Baja,29568.75,1659.69,0.2887,0.5863,Clase_B_riesgo_medio
CLI-01899,Lima,Medio,Muy baja,65483.53,3133.47,0.7368,0.1699,Clase_C_alto_riesgo
CLI-00918,Junín,Alto,Muy alta,61882.54,2898.46,0.1572,0.6762,Clase_A_bajo_riesgo
CLI-01087,Cusco,Medio,Muy baja,50492.5,2283.23,0.7259,0.1606,Clase_C_alto_riesgo
CLI-01536,Lima,Bajo,Baja,51545.55,2698.79,0.4335,0.4095,Clase_C_alto_riesgo
CLI-00377,Piura,Medio,Media,110904.03,5145.76,0.4583,0.3876,Clase_B_riesgo_medio
CLI-00890,Lima,Alto,Muy alta,172744.46,9239.76,0.0235,0.8351,Clase_A_bajo_riesgo
CLI-01492,Lima,Medio,Media,45836.44,2167.96,0.1778,0.6026,Clase_A_bajo_riesgo
CLI-00491,Arequipa,Medio,Media,67338.81,3583.76,0.2846,0.5969,Clase_B_riesgo_medio
CLI-01435,Lima,Alto,Baja,72940.47,4471.64,0.4708,0.4189,Clase_C_alto_riesgo
CLI-00025,Arequipa,Medio,Baja,32879.53,1872.7,0.4284,0.5599,Clase_B_riesgo_medio
CLI-01296,Lima,Bajo,Media,47225.97,2155.55,0.3629,0.5628,Clase_B_riesgo_medio
CLI-00432,La Libertad,Alto,Media,50992.44,2981.1,0.3931,0.5131,Clase_C_alto_riesgo
CLI-00974,Lima,Alto,Alta,59329.94,2937.44,0.3825,0.7192,Clase_A_bajo_riesgo
CLI-01156,La Libertad,Medio,Baja,57855.59,2892.7,0.4519,0.4402,Clase_B_riesgo_medio
CLI-01229,Junín,Bajo,Baja,32507.1,2062.3,0.4637,0.4351,Clase_C_alto_riesgo
CLI-01174,Lima,Bajo,Baja,27217.0,1556.7,0.4046,0.4924,Clase_C_alto_riesgo
CLI-01843,Arequipa,Medio,Alta,42572.82,2507.54,0.02,0.9299,Clase_A_bajo_riesgo
CLI-00817,Cusco,Medio,Media,57248.36,3007.15,0.2435,0.6658,Clase_B_riesgo_medio
CLI-00122,Piura,Medio,Baja,61731.03,3255.67,0.3457,0.5077,Clase_C_alto_riesgo
CLI-00961,Lima,Bajo,Muy baja,35496.1,1920.25,0.5056,0.3712,Clase_B_riesgo_medio
CLI-00454,Junín,Medio,Alta,52173.06,2326.01,0.1318,0.907,Clase_A_bajo_riesgo
CLI-01223,Arequipa,Bajo,Baja,44788.59,2745.6,0.534,0.2326,Clase_C_alto_riesgo
CLI-00086,Lima,Medio,Alta,74780.83,3773.12,0.2822,0.6963,Clase_B_riesgo_medio
CLI-01274,Lima,Medio,Muy baja,21427.32,959.2,0.4861,0.4661,Clase_C_alto_riesgo
CLI-01546,Arequipa,Bajo,Baja,52555.86,2449.29,0.0934,0.7572,Clase_A_bajo_riesgo
CLI-00291,Lima,Medio,Baja,43160.2,2538.91,0.407,0.4237,Clase_C_alto_riesgo
CLI-00865,Lima,Medio,Muy baja,24743.05,1304.29,0.2764,0.6924,Clase_B_riesgo_medio
CLI-00549,Arequipa,Medio,Baja,40972.83,2625.95,0.319,0.5663,Clase_B_riesgo_medio
CLI-01880,Cusco,Bajo,Muy baja,32501.72,1870.16,0.4703,0.4243,Clase_C_alto_riesgo
CLI-01734,Arequipa,Medio,Baja,31466.28,2307.34,0.2349,0.6348,Clase_A_bajo_riesgo
CLI-01137,Piura,Alto,Muy alta,93761.64,4212.1,0.3346,0.5571,Clase_A_bajo_riesgo
CLI-01350,Lima,Bajo,Muy baja,46673.62,2326.7,0.6537,0.2058,Clase_C_alto_riesgo
CLI-01061,Piura,Medio,Muy baja,56573.4,2729.94,0.3262,0.6565,Clase_B_riesgo_medio
CLI-00707,Lima,Bajo,Media,36632.61,1742.07,0.1979,0.5826,Clase_B_riesgo_medio
CLI-00515,Lima,Medio,Media,32391.54,1706.3,0.3138,0.5521,Clase_B_riesgo_medio
CLI-00644,Lima,Medio,Muy baja,27225.16,1332.12,0.5555,0.2825,Clase_C_alto_riesgo
CLI-00349,Lima,Medio,Media,56541.51,2610.15,0.3986,0.5289,Clase_B_riesgo_medio
CLI-01562,Lima,Alto,Media,61851.01,3168.47,0.1091,0.7659,Clase_A_bajo_riesgo
CLI-00969,Cusco,Muy alto,Media,50277.53,3000.22,0.1475,0.7149,Clase_B_riesgo_medio
CLI-00052,La Libertad,Medio,Media,59365.33,3218.81,0.4959,0.3495,Clase_C_alto_riesgo
CLI-00717,Piura,Medio,Baja,37761.26,2765.55,0.263,0.577,Clase_B_riesgo_medio
CLI-01101,Lima,Bajo,Media,40747.58,1865.56,0.1327,0.6214,Clase_B_riesgo_medio
CLI-01667,Lima,Alto,Muy baja,57883.85,3278.52,0.4513,0.3336,Clase_B_riesgo_medio
CLI-00615,Piura,Medio,Baja,37154.44,2013.62,0.3698,0.4798,Clase_B_riesgo_medio
CLI-00364,Arequipa,Medio,Muy baja,19390.86,762.78,0.4803,0.3688,Clase_C_alto_riesgo
CLI-01438,La Libertad,Medio,Muy baja,53107.52,2967.77,0.6979,0.0954,Clase_C_alto_riesgo
CLI-00735,Lima,Muy alto,Muy alta,51845.46,2054.96,0.02,0.9124,Clase_A_bajo_riesgo
CLI-01955,Junín,Bajo,Muy alta,41557.78,2617.46,0.2539,0.6099,Clase_B_riesgo_medio
CLI-00620,La Libertad,Medio,Media,31356.95,1432.26,0.3607,0.5267,Clase_B_riesgo_medio
CLI-01122,Junín,Bajo,Muy alta,48451.03,2710.4,0.02,0.98,Clase_A_bajo_riesgo
CLI-01802,La Libertad,Muy alto,Baja,85065.29,4126.73,0.5379,0.1993,Clase_C_alto_riesgo
CLI-01898,Lima,Alto,Alta,38708.66,1579.87,0.3502,0.6205,Clase_B_riesgo_medio
CLI-00979,Arequipa,Alto,Alta,58032.02,3017.99,0.1898,0.5962,Clase_B_riesgo_medio
CLI-01190,La Libertad,Alto,Alta,32492.77,1992.0,0.2082,0.8855,Clase_A_bajo_riesgo
CLI-01525,Arequipa,Bajo,Alta,73791.08,3536.51,0.1599,0.6418,Clase_B_riesgo_medio
CLI-01870,La Libertad,Bajo,Muy baja,35692.7,1915.84,0.4989,0.4345,Clase_C_alto_riesgo
CLI-00419,La Libertad,Bajo,Alta,30756.52,1134.9,0.212,0.5574,Clase_C_alto_riesgo
CLI-01778,Arequipa,Medio,Media,61481.31,3193.57,0.2712,0.6064,Clase_C_alto_riesgo
CLI-01893,Piura,Alto,Muy alta,78201.51,4265.58,0.1141,0.8498,Clase_A_bajo_riesgo
CLI-01287,Lima,Medio,Muy alta,23957.43,1471.77,0.146,0.7845,Clase_B_riesgo_medio
CLI-00756,Piura,Medio,Media,36276.38,2088.62,0.0686,0.8285,Clase_A_bajo_riesgo
CLI-00323,La Libertad,Medio,Alta,44585.83,2648.91,0.3815,0.4819,Clase_C_alto_riesgo
CLI-01028,Piura,Medio,Muy alta,57331.23,2415.67,0.2159,0.7055,Clase_B_riesgo_medio
CLI-01881,La Libertad,Medio,Alta,92695.6,3682.23,0.5552,0.2913,Clase_C_alto_riesgo
CLI-01419,Arequipa,Bajo,Muy baja,26977.39,1414.5,0.7079,0.2455,Clase_C_alto_riesgo
CLI-00685,Junín,Medio,Muy alta,72546.14,3210.06,0.2063,0.7675,Clase_B_riesgo_medio
CLI-01609,Lima,Muy alto,Alta,44821.3,2946.15,0.088,0.8397,Clase_A_bajo_riesgo
CLI-00482,La Libertad,Alto,Media,70542.18,3192.39,0.3762,0.4435,Clase_B_riesgo_medio
CLI-01304,Arequipa,Medio,Media,100988.06,3858.63,0.2928,0.4924,Clase_B_riesgo_medio
CLI-01091,Junín,Medio,Media,60314.92,3221.54,0.1907,0.6692,Clase_A_bajo_riesgo
CLI-01859,Piura,Medio,Muy baja,22475.82,936.4,0.2207,0.6218,Clase_B_riesgo_medio
CLI-00253,Piura,Alto,Muy alta,45868.1,2452.04,0.02,0.9057,Clase_A_bajo_riesgo
CLI-01598,Lima,Medio,Muy alta,55943.03,2456.4,0.02,0.98,Clase_A_bajo_riesgo
CLI-01102,Junín,Alto,Alta,42304.45,2178.47,0.2096,0.7392,Clase_B_riesgo_medio
CLI-00800,Junín,Bajo,Muy baja,38522.17,2553.82,0.6541,0.1984,Clase_C_alto_riesgo
CLI-01033,Lima,Alto,Alta,68899.46,3870.7,0.3334,0.3874,Clase_B_riesgo_medio
CLI-00550,La Libertad,Bajo,Baja,70533.07,3569.8,0.6943,0.1624,Clase_C_alto_riesgo
CLI-00219,Cusco,Alto,Muy baja,53298.96,3414.02,0.5097,0.4221,Clase_C_alto_riesgo
CLI-00878,Cusco,Bajo,Alta,60690.79,3448.02,0.3691,0.5447,Clase_B_riesgo_medio
CLI-00500,Junín,Medio,Media,22632.42,855.56,0.2363,0.6064,Clase_C_alto_riesgo
CLI-00842,La Libertad,Alto,Baja,67985.26,3416.89,0.5154,0.2694,Clase_C_alto_riesgo
CLI-00183,Junín,Bajo,Alta,55177.47,2392.53,0.3017,0.631,Clase_B_riesgo_medio
CLI-00564,Lima,Bajo,Baja,80596.1,4867.78,0.4862,0.255,Clase_C_alto_riesgo
CLI-01331,Cusco,Medio,Muy baja,69901.04,3696.9,0.6922,0.1997,Clase_C_alto_riesgo
CLI-00849,Arequipa,Medio,Media,17895.98,1064.23,0.2486,0.5942,Clase_C_alto_riesgo
CLI-01181,Junín,Bajo,Muy baja,19262.33,1174.89,0.4506,0.4748,Clase_C_alto_riesgo
CLI-01954,La Libertad,Bajo,Alta,110742.73,5516.63,0.3906,0.517,Clase_C_alto_riesgo
CLI-00311,Arequipa,Medio,Muy baja,42077.64,2031.29,0.6078,0.3315,Clase_C_alto_riesgo
CLI-00282,Lima,Medio,Alta,55895.09,2922.65,0.1805,0.7851,Clase_A_bajo_riesgo
CLI-00555,Piura,Bajo,Media,46947.42,2536.64,0.2358,0.5651,Clase_B_riesgo_medio
CLI-01676,Lima,Medio,Media,63291.15,3371.21,0.2307,0.6219,Clase_A_bajo_riesgo
CLI-00385,La Libertad,Medio,Baja,69855.11,4002.55,0.2233,0.6937,Clase_A_bajo_riesgo
CLI-00492,Cusco,Bajo,Media,35816.8,1833.88,0.3281,0.6696,Clase_C_alto_riesgo
CLI-01474,Lima,Alto,Alta,48294.07,2506.97,0.2432,0.7168,Clase_A_bajo_riesgo
CLI-00308,Lima,Medio,Alta,30092.89,1454.21,0.3386,0.5908,Clase_B_riesgo_medio
CLI-01466,Lima,Alto,Baja,79481.74,4116.74,0.274,0.7437,Clase_A_bajo_riesgo
CLI-01787,Cusco,Medio,Media,97177.27,3707.23,0.2916,0.5616,Clase_B_riesgo_medio
CLI-01982,Piura,Alto,Baja,46145.98,2810.47,0.1754,0.775,Clase_B_riesgo_medio
CLI-00583,Arequipa,Medio,Baja,38117.22,2198.03,0.2913,0.4795,Clase_C_alto_riesgo
CLI-01912,Piura,Bajo,Baja,47093.48,2104.3,0.2386,0.5345,Clase_C_alto_riesgo
CLI-01041,Arequipa,Bajo,Muy baja,15000.0,1358.25,0.6752,0.0521,Clase_C_alto_riesgo
CLI-01655,Lima,Bajo,Baja,54208.42,2543.47,0.4861,0.4314,Clase_C_alto_riesgo
CLI-00133,Lima,Medio,Muy alta,85737.19,4207.19,0.0686,0.8206,Clase_A_bajo_riesgo
CLI-00099,Lima,Alto,Baja,42412.31,2097.1,0.4317,0.444,Clase_C_alto_riesgo
CLI-01544,Lima,Medio,Media,28877.61,1436.57,0.2232,0.8438,Clase_A_bajo_riesgo
CLI-01142,Lima,Muy alto,Media,51991.79,2699.9,0.3788,0.5722,Clase_B_riesgo_medio
